Port/Protocol Combination Counts: 

port,protocol,count
10982,udp,1
53437,icmp,1
25578,tcp,1
53262,udp,1
31093,udp,1
27483,tcp,1
39549,tcp,1
25532,icmp,1
34717,udp,1
56774,icmp,1
23482,icmp,1
23755,tcp,1
2707,icmp,1
30212,tcp,1
12037,udp,1
2935,tcp,1
45471,tcp,1
42480,udp,1
63436,udp,1
7781,udp,1
65524,icmp,1
15641,tcp,1
59897,tcp,1
8519,tcp,1
56155,tcp,1
39361,icmp,1
12942,udp,1
36299,udp,1
11143,tcp,1
11193,icmp,1
37605,udp,1
42096,udp,1
8456,udp,1
49129,udp,1
47108,tcp,2
34268,udp,1
55454,udp,1
31726,tcp,1
31524,tcp,1
19202,icmp,1
31174,icmp,1
13507,udp,1
12458,udp,1
36342,udp,1
23148,udp,1
38477,tcp,1
43453,icmp,1
16151,icmp,1
55658,tcp,1
65384,udp,1
10466,icmp,1
42894,udp,1
51811,tcp,1
62163,tcp,1
4601,icmp,1
4790,tcp,1
25049,icmp,1
33003,udp,1
54051,udp,1
5800,tcp,1
33901,udp,1
36457,icmp,1
40965,tcp,1
43030,udp,1
13948,tcp,1
32351,icmp,2
24738,tcp,1
53179,udp,1
41356,icmp,2
42362,udp,1
12946,udp,1
61881,icmp,1
48880,icmp,1
48255,udp,1
24967,udp,1
2362,tcp,1
29760,icmp,1
18844,icmp,1
28500,udp,1
34851,udp,1
14035,tcp,1
32551,icmp,1
6706,tcp,1
57081,tcp,1
17188,tcp,1
28684,tcp,1
47231,icmp,1
2321,udp,1
49231,udp,1
310,tcp,3
31433,icmp,1
18820,tcp,1
40077,udp,1
18062,udp,1
32660,tcp,1
40639,icmp,1
8362,icmp,1
31280,udp,1
63738,udp,1
1998,udp,1
53588,icmp,1
53138,udp,1
27580,tcp,1
32570,tcp,1
13580,udp,1
21990,icmp,1
12215,tcp,1
2133,udp,1
54254,udp,1
53552,icmp,1
40138,icmp,1
5155,udp,1
20361,tcp,1
27336,icmp,1
22824,icmp,1
30113,udp,1
53938,udp,1
48240,icmp,1
8321,udp,1
46496,tcp,2
41360,icmp,1
40809,icmp,1
24713,icmp,1
21858,icmp,1
3870,icmp,1
56817,udp,1
21948,tcp,1
65482,tcp,1
2272,icmp,1
9128,tcp,1
26822,icmp,1
39123,udp,1
50248,tcp,1
9777,udp,1
62277,icmp,1
61753,tcp,1
16563,tcp,1
2930,icmp,1
51305,icmp,1
35823,udp,1
58924,icmp,1
2655,icmp,1
12137,tcp,1
4000,icmp,1
18302,icmp,1
13973,udp,1
15141,tcp,1
11921,udp,1
21188,icmp,1
10541,tcp,1
18436,icmp,1
46147,udp,1
45510,udp,1
61180,icmp,1
33978,udp,1
53454,udp,1
20151,icmp,1
37710,udp,1
36948,tcp,1
23290,icmp,1
8354,tcp,1
44563,tcp,2
43437,icmp,1
4444,tcp,1
54925,icmp,1
5775,icmp,1
54976,tcp,1
37984,tcp,2
53051,tcp,1
26082,icmp,1
42586,tcp,1
62673,udp,1
47399,icmp,1
19624,udp,1
53008,tcp,1
4241,udp,1
7654,tcp,1
14312,icmp,1
18699,udp,1
14613,tcp,1
58304,tcp,1
62274,icmp,1
28637,udp,1
25456,icmp,1
6410,tcp,2
21392,tcp,1
38891,icmp,2
56096,tcp,1
55987,icmp,1
22896,udp,1
44523,udp,1
33249,icmp,1
58194,udp,1
61591,udp,1
54725,udp,1
14859,tcp,1
20151,tcp,1
37934,udp,1
13952,tcp,1
13010,tcp,1
12964,icmp,1
10717,icmp,1
1236,tcp,1
10692,icmp,2
12796,tcp,1
25789,icmp,1
47981,icmp,1
33467,udp,1
47675,tcp,1
40108,icmp,1
16543,icmp,1
47487,tcp,1
32581,udp,1
2029,udp,1
29907,tcp,1
34976,tcp,1
53921,tcp,1
12510,icmp,1
37926,tcp,1
3577,icmp,1
37825,icmp,1
60372,icmp,1
25415,udp,1
40795,icmp,1
58170,tcp,1
62674,icmp,1
51767,icmp,2
45521,icmp,1
55495,tcp,2
3742,tcp,1
61632,icmp,1
50484,tcp,1
31770,tcp,1
53819,tcp,1
12790,tcp,1
49553,tcp,2
26613,tcp,1
48404,icmp,1
48854,tcp,1
52000,tcp,1
8464,udp,1
18563,tcp,1
11873,udp,1
39822,tcp,1
45022,tcp,1
2254,udp,1
60638,tcp,1
62532,tcp,1
52345,tcp,1
14392,udp,1
22148,icmp,1
35022,udp,1
19713,udp,1
50056,tcp,1
16336,icmp,2
10164,udp,2
23396,tcp,1
15584,udp,1
47710,icmp,1
33177,tcp,1
37551,tcp,1
3260,tcp,1
10125,tcp,1
1412,tcp,1
45375,icmp,1
2503,icmp,1
62513,tcp,1
11683,udp,1
5400,udp,1
65331,udp,1
42140,icmp,2
45657,icmp,1
44589,tcp,1
46913,icmp,1
12490,icmp,1
28585,udp,1
15149,udp,1
15386,icmp,1
41928,tcp,1
12152,icmp,1
34175,tcp,1
63624,tcp,1
45301,tcp,1
46736,udp,1
43050,tcp,2
34881,icmp,1
34779,icmp,1
30798,icmp,1
32714,tcp,1
18350,tcp,1
12352,udp,1
39852,icmp,1
5329,icmp,1
54187,tcp,1
20248,icmp,1
5802,icmp,1
16706,tcp,1
15361,udp,1
38895,udp,1
4585,udp,1
13100,icmp,1
45126,udp,1
51818,tcp,1
25406,tcp,1
32620,udp,1
57393,udp,2
20763,icmp,1
31053,icmp,1
44471,icmp,1
57536,udp,1
56340,udp,1
30627,icmp,1
11472,udp,1
28040,icmp,1
28891,tcp,1
51821,icmp,1
16191,tcp,1
58851,icmp,1
41635,tcp,1
6805,udp,1
56068,icmp,1
45496,udp,1
37770,udp,1
2229,tcp,1
23354,tcp,1
11067,tcp,1
6713,icmp,1
38379,icmp,1
6568,tcp,1
51322,udp,1
4819,udp,1
1921,tcp,1
22826,tcp,1
3792,udp,1
17857,tcp,2
50809,udp,1
43600,icmp,1
2072,udp,1
56571,udp,1
62854,icmp,1
31236,icmp,1
21003,udp,1
51306,tcp,1
9413,tcp,1
64282,udp,1
17245,icmp,1
40736,tcp,1
5613,icmp,1
65408,udp,1
47861,tcp,1
53460,udp,2
29588,udp,1
44584,udp,1
55074,tcp,1
19177,tcp,1
13425,tcp,1
18303,icmp,1
21535,udp,1
57221,udp,1
32131,icmp,2
18404,udp,1
58097,tcp,1
21922,tcp,1
20621,icmp,1
63787,tcp,1
40436,icmp,1
7320,icmp,1
5217,icmp,1
9157,tcp,1
64139,icmp,1
46703,tcp,1
25826,icmp,1
22961,tcp,1
28514,udp,1
15455,udp,2
42286,icmp,1
64954,tcp,1
11871,udp,1
43762,udp,1
37463,icmp,1
33459,udp,1
20410,tcp,1
11028,icmp,1
58123,udp,1
32889,udp,1
6836,udp,1
57490,udp,1
43420,tcp,1
23622,icmp,1
4596,tcp,1
43689,icmp,1
20261,udp,1
2241,udp,1
55156,icmp,1
6572,udp,1
26400,icmp,2
57430,tcp,1
58419,icmp,1
9681,tcp,1
46878,icmp,1
61367,tcp,2
37761,icmp,1
13326,udp,1
7744,icmp,1
27927,tcp,1
14280,icmp,1
44956,icmp,1
47745,tcp,1
40957,tcp,1
64673,icmp,1
8097,icmp,1
38490,tcp,1
56714,icmp,1
38187,tcp,1
64285,icmp,1
61786,tcp,1
31953,tcp,1
18953,udp,1
23757,icmp,1
34139,udp,1
45999,tcp,1
9856,icmp,1
30074,tcp,1
5955,icmp,1
42659,tcp,1
44468,icmp,1
56211,icmp,1
11856,udp,2
7964,tcp,1
25688,tcp,1
55499,udp,1
55102,udp,1
50601,tcp,1
34046,icmp,1
63434,tcp,1
59864,icmp,1
58134,udp,1
51446,tcp,1
10583,tcp,1
24096,udp,1
2246,tcp,1
3465,icmp,1
11995,tcp,1
42182,icmp,1
37257,icmp,1
40672,icmp,1
56950,udp,1
49402,icmp,1
46179,tcp,2
53470,udp,1
9890,udp,1
56706,udp,1
14320,tcp,1
41609,udp,1
25740,tcp,1
18615,udp,1
12629,udp,1
2857,icmp,1
9234,tcp,1
49571,udp,1
23342,tcp,1
58481,tcp,1
34110,icmp,1
11791,icmp,2
17221,udp,1
26741,icmp,1
31975,tcp,1
35688,icmp,1
46257,tcp,1
28061,icmp,1
35835,icmp,1
56048,udp,1
45568,icmp,1
16723,icmp,1
39429,udp,1
44729,udp,1
21454,udp,1
29967,icmp,1
18113,tcp,1
61719,icmp,1
63998,icmp,1
28510,icmp,1
24793,icmp,1
40688,tcp,1
41157,icmp,1
6143,icmp,1
59540,icmp,1
59587,icmp,1
57695,tcp,1
52378,tcp,1
26003,icmp,1
37396,tcp,1
7204,icmp,1
47341,udp,1
58204,udp,1
59343,udp,1
25513,icmp,1
29926,udp,1
43990,tcp,1
22692,udp,1
64185,icmp,1
47966,icmp,1
34311,udp,1
27183,udp,1
58990,tcp,1
37612,udp,1
9119,tcp,1
34100,icmp,1
24845,udp,1
59225,icmp,1
6925,icmp,1
58760,udp,1
36105,udp,1
4378,icmp,1
46686,icmp,1
51944,udp,1
39144,icmp,1
56952,udp,1
23198,icmp,1
1617,icmp,1
59526,icmp,1
56547,udp,1
47072,udp,1
6013,udp,1
4974,udp,1
61856,icmp,1
35223,udp,1
25199,tcp,1
20328,udp,1
55993,udp,1
65534,icmp,1
52151,udp,1
65404,tcp,1
58657,tcp,1
62885,tcp,1
45428,icmp,1
22485,icmp,1
28005,tcp,1
34165,icmp,1
44305,icmp,1
62092,tcp,1
31194,icmp,1
20902,tcp,1
45140,icmp,1
12654,icmp,1
33999,tcp,1
52261,udp,1
3588,tcp,1
35744,icmp,1
53101,icmp,1
3668,tcp,1
28686,udp,1
63824,tcp,1
18307,udp,1
8722,udp,1
58085,tcp,1
26285,icmp,1
30401,icmp,1
4798,tcp,1
32045,tcp,1
30220,udp,1
33891,icmp,1
64113,tcp,1
15365,tcp,1
27759,icmp,2
18268,icmp,1
50064,tcp,1
59345,tcp,1
27027,tcp,1
38300,icmp,1
46379,tcp,1
36558,udp,1
7158,tcp,1
34852,tcp,1
43920,icmp,1
4579,tcp,1
63416,tcp,1
57042,icmp,2
8081,tcp,1
21163,tcp,1
64218,icmp,1
24760,tcp,1
62167,tcp,1
40370,icmp,1
63830,udp,1
50771,icmp,1
40923,udp,2
50078,udp,1
16253,udp,1
42801,udp,1
58897,udp,1
43277,icmp,1
26034,udp,1
55149,tcp,1
59496,icmp,1
14401,icmp,1
41638,icmp,1
64348,tcp,1
20305,tcp,1
5300,icmp,1
1373,tcp,1
4034,icmp,1
2790,icmp,1
62717,tcp,1
58030,udp,1
14397,udp,1
52188,udp,1
24529,tcp,1
29052,udp,1
48412,tcp,1
57483,icmp,1
15840,udp,1
16182,icmp,1
22851,icmp,1
31717,icmp,1
59070,icmp,1
32724,udp,1
6508,icmp,1
61083,icmp,1
18132,icmp,1
54781,tcp,1
45079,tcp,1
30097,tcp,1
30400,icmp,1
13911,icmp,1
15248,udp,2
30744,tcp,1
24048,icmp,1
9298,tcp,1
24770,tcp,1
51502,udp,1
16683,udp,1
3493,tcp,1
27282,tcp,1
18681,icmp,1
15817,icmp,1
20117,icmp,1
3624,icmp,1
21874,udp,1
60295,udp,1
25089,icmp,1
4026,tcp,1
16137,udp,1
54785,icmp,1
2832,tcp,1
46005,tcp,1
38187,icmp,1
11915,udp,1
14656,icmp,1
11489,tcp,1
31050,udp,1
35246,icmp,1
65205,udp,1
36772,tcp,1
45015,udp,1
61745,tcp,1
56655,udp,1
2376,udp,1
11624,icmp,1
63806,udp,1
58965,icmp,1
21565,icmp,1
51490,icmp,1
54846,tcp,1
19657,tcp,1
21338,udp,1
50115,udp,1
39047,icmp,1
41671,icmp,1
4587,udp,1
8955,udp,1
54937,icmp,1
52174,tcp,1
22264,icmp,1
52510,udp,1
11448,tcp,1
28635,tcp,1
43690,tcp,1
28707,udp,1
17313,udp,1
14256,udp,1
47016,tcp,1
2643,icmp,1
25290,icmp,2
63902,tcp,1
9269,tcp,1
64762,tcp,1
50179,udp,1
29487,udp,1
32952,tcp,1
7779,udp,1
24870,udp,1
28152,udp,1
56176,tcp,1
19596,icmp,1
8288,icmp,1
14323,udp,1
55249,tcp,1
44253,icmp,1
36852,udp,1
13297,udp,1
6923,icmp,1
33431,udp,1
31933,icmp,1
48304,tcp,1
23456,icmp,1
64023,udp,1
5066,udp,1
43120,udp,1
25737,icmp,1
42338,tcp,1
40968,icmp,1
928,udp,6
8607,udp,1
60575,udp,1
25435,tcp,1
14404,tcp,1
41477,icmp,1
16138,udp,1
864,udp,3
6276,tcp,1
30522,tcp,1
10533,icmp,1
1181,udp,1
5459,icmp,1
20520,icmp,1
58801,udp,1
64449,icmp,1
54397,tcp,1
54212,tcp,1
37448,icmp,1
28440,udp,1
43522,tcp,1
21910,icmp,1
58976,udp,1
58073,udp,1
5401,udp,1
5815,udp,1
15937,tcp,1
42092,icmp,1
6144,udp,1
54454,udp,1
10109,icmp,1
46435,icmp,1
20772,udp,1
47143,udp,1
18259,tcp,1
57076,udp,1
10419,icmp,1
57467,icmp,1
64853,tcp,1
31614,udp,1
13997,tcp,1
38474,icmp,1
59531,tcp,1
56738,icmp,1
33519,tcp,1
5813,tcp,1
6930,tcp,1
8779,tcp,1
35987,tcp,1
20631,udp,1
15094,icmp,1
60026,udp,2
65050,icmp,1
60905,icmp,1
35700,tcp,1
15814,tcp,1
59009,tcp,1
22932,tcp,1
35950,udp,1
54888,udp,1
16111,tcp,1
26149,udp,1
28069,tcp,1
2711,tcp,1
22958,icmp,1
9681,icmp,1
62635,tcp,1
7210,icmp,1
32629,icmp,1
8299,udp,1
42937,icmp,1
48258,udp,1
9818,tcp,1
45169,icmp,1
2281,udp,1
14216,tcp,2
29158,udp,1
22727,tcp,1
54884,icmp,1
64239,tcp,1
25705,icmp,1
30286,tcp,1
4809,tcp,1
26209,udp,2
41302,icmp,1
11277,udp,1
44227,udp,1
18676,tcp,1
43745,tcp,1
60241,udp,1
39774,icmp,1
52606,tcp,1
25310,udp,1
18080,icmp,1
10108,udp,1
34280,udp,1
48683,icmp,1
53638,udp,1
46582,udp,1
49449,tcp,1
63369,icmp,1
31383,tcp,1
49928,icmp,1
24953,icmp,1
32354,icmp,1
34262,tcp,1
7734,tcp,1
29928,icmp,1
55546,tcp,1
23911,icmp,1
7265,udp,1
60657,udp,1
7925,icmp,1
22478,tcp,1
20398,icmp,1
49695,icmp,1
19288,udp,1
6717,udp,1
20171,tcp,2
17889,tcp,1
13890,udp,1
27430,icmp,1
34542,tcp,1
52750,tcp,1
38682,icmp,1
14554,icmp,1
44896,icmp,1
16734,tcp,1
64240,udp,1
9595,tcp,1
56667,tcp,1
4682,icmp,1
37477,icmp,1
39288,udp,1
5859,udp,1
6229,udp,1
10525,icmp,1
59212,udp,1
61029,tcp,1
37819,icmp,1
53862,icmp,1
9278,tcp,1
24347,icmp,1
19384,icmp,1
39248,udp,1
13011,icmp,2
17239,tcp,1
35261,icmp,1
43011,udp,1
53982,udp,1
29626,icmp,1
20619,icmp,1
59243,tcp,1
44321,icmp,1
40485,icmp,1
27946,udp,1
1711,tcp,1
52166,tcp,1
38395,icmp,1
54604,tcp,1
49688,icmp,1
42266,udp,1
50137,udp,1
4621,udp,1
16639,icmp,1
62055,udp,1
58637,icmp,1
51419,icmp,1
22672,udp,1
46167,icmp,1
34319,udp,1
29150,tcp,1
10297,udp,1
50365,icmp,1
54185,icmp,1
11195,icmp,1
47163,icmp,1
36774,tcp,1
4439,udp,1
24323,udp,1
62849,udp,1
16602,tcp,1
50774,tcp,1
35136,udp,1
43055,icmp,1
39053,tcp,1
17989,icmp,1
55142,icmp,1
25678,icmp,1
8244,tcp,1
28412,tcp,1
26437,icmp,1
4070,icmp,1
12142,tcp,1
30802,udp,1
9514,icmp,1
31710,icmp,1
6405,udp,1
45701,icmp,1
3978,icmp,1
44098,udp,1
65177,tcp,1
65389,icmp,1
60412,udp,1
38441,tcp,1
13535,tcp,1
9539,udp,1
17035,icmp,1
31871,tcp,1
9145,tcp,1
21885,udp,1
52120,udp,1
1635,icmp,2
48172,udp,1
15714,udp,1
38034,tcp,1
41284,tcp,1
35808,tcp,1
31858,tcp,1
54004,tcp,1
37821,udp,1
7427,tcp,1
31015,udp,1
53481,icmp,1
56408,icmp,1
26198,tcp,1
55719,icmp,1
49080,tcp,1
42753,icmp,1
13616,udp,1
19459,udp,1
48606,udp,1
48868,icmp,1
20496,tcp,1
49668,udp,1
5009,icmp,1
36384,icmp,1
25687,udp,1
42250,tcp,1
26024,icmp,1
6056,tcp,1
37911,udp,1
31126,icmp,1
18796,icmp,1
49032,icmp,1
63719,tcp,1
41840,tcp,1
32784,icmp,2
25613,udp,1
48565,udp,1
54095,tcp,1
2319,icmp,1
22834,icmp,1
13980,icmp,1
49573,udp,1
40338,udp,1
12234,udp,1
23989,tcp,1
39562,udp,1
19140,udp,1
18139,udp,1
64083,tcp,1
55819,udp,1
41533,tcp,1
27005,udp,1
42849,udp,1
21738,tcp,1
11551,icmp,2
39458,udp,1
15295,tcp,1
26815,tcp,1
22012,udp,2
35933,tcp,1
55671,udp,1
50913,udp,1
48170,icmp,1
15752,icmp,1
25204,icmp,1
16510,tcp,1
52416,udp,1
10321,icmp,2
11369,udp,1
9652,udp,1
38247,tcp,1
20152,tcp,1
11566,udp,1
54387,tcp,1
55408,udp,1
1499,icmp,1
6514,icmp,1
43114,udp,1
19759,icmp,1
27386,tcp,1
30148,icmp,1
30766,udp,1
4330,tcp,1
25954,udp,1
46369,tcp,1
47335,tcp,1
50996,udp,1
62737,udp,1
52453,tcp,1
32866,udp,1
37169,icmp,1
61992,icmp,1
27366,tcp,1
15795,icmp,1
56123,tcp,1
54506,udp,1
20137,icmp,1
16221,udp,1
10749,icmp,1
50015,tcp,1
54796,tcp,1
15218,icmp,1
15632,udp,1
16835,tcp,1
55970,icmp,1
19594,tcp,1
64676,icmp,1
34687,icmp,1
8907,udp,2
33422,udp,1
38482,icmp,1
41175,icmp,1
14696,udp,1
30689,icmp,1
63401,tcp,1
3130,tcp,1
53008,icmp,1
14115,icmp,1
57287,udp,1
38953,tcp,1
61803,icmp,1
61474,tcp,1
58206,icmp,1
36045,udp,1
51889,tcp,1
61235,udp,1
35998,udp,1
14929,icmp,1
19581,tcp,1
42043,tcp,1
7719,udp,1
20460,icmp,1
33049,tcp,1
47056,tcp,1
45486,icmp,1
27312,icmp,1
46936,tcp,1
22172,tcp,2
35952,udp,1
44862,tcp,1
31360,udp,1
58167,icmp,1
29867,tcp,1
64034,udp,1
54262,icmp,1
47728,icmp,1
62512,tcp,1
36264,tcp,1
63570,icmp,1
16907,tcp,1
38561,icmp,1
31963,udp,1
42880,tcp,1
16133,tcp,1
35147,udp,1
63209,udp,1
7601,icmp,1
63076,icmp,1
9834,tcp,1
10424,udp,1
50493,udp,1
17549,icmp,1
18578,udp,1
65406,udp,1
47393,icmp,1
1746,udp,1
44390,udp,1
1923,tcp,1
14979,icmp,1
36999,udp,1
5900,icmp,1
55705,icmp,1
37884,icmp,1
12332,icmp,1
48318,udp,1
14338,icmp,1
53727,udp,1
16808,tcp,1
33962,udp,1
35337,icmp,1
1184,tcp,1
13897,icmp,2
61330,icmp,1
54809,tcp,1
49023,icmp,1
64315,tcp,1
2575,icmp,1
29946,icmp,1
41367,tcp,1
33971,tcp,1
1539,icmp,1
42330,tcp,1
19233,udp,1
43582,icmp,1
16193,tcp,1
8891,tcp,1
28853,udp,1
4784,udp,1
26779,icmp,1
3896,icmp,1
57909,icmp,1
55184,udp,1
5903,udp,1
37916,udp,1
36894,udp,1
16075,icmp,1
42937,udp,1
54934,tcp,1
58986,tcp,1
41120,udp,1
30926,icmp,1
37543,udp,1
61951,icmp,1
4726,udp,1
23442,tcp,1
20738,udp,1
35773,tcp,1
44766,tcp,1
14038,icmp,1
53901,icmp,1
48485,tcp,1
13957,udp,2
28581,udp,1
41884,tcp,1
56229,tcp,1
47615,tcp,1
23190,tcp,1
40780,udp,1
62482,tcp,1
13247,udp,1
59631,udp,1
24776,udp,1
38171,udp,1
50703,icmp,1
36683,icmp,1
46453,udp,1
51677,tcp,1
7041,icmp,1
26869,tcp,1
62004,icmp,2
37671,icmp,1
40395,tcp,1
6690,udp,1
32143,udp,1
47914,icmp,1
38764,icmp,1
18926,tcp,1
37634,icmp,1
59061,tcp,1
29431,udp,1
49833,tcp,1
56282,tcp,1
37042,icmp,1
50111,tcp,1
64343,icmp,1
3298,udp,1
53082,icmp,1
17869,icmp,1
42561,tcp,1
61850,icmp,1
15983,tcp,1
42910,tcp,1
61405,tcp,1
57096,icmp,1
14949,icmp,1
7811,icmp,1
41004,udp,1
5166,tcp,1
32844,udp,1
28732,icmp,1
27492,udp,1
13514,udp,1
55873,tcp,1
46294,icmp,1
15596,icmp,1
31110,icmp,1
12366,udp,1
11180,tcp,1
3602,tcp,1
39409,icmp,1
32014,tcp,1
8318,udp,1
20103,udp,1
43758,icmp,1
12336,tcp,1
11860,tcp,1
51938,icmp,1
16056,tcp,1
23906,tcp,1
22645,udp,1
65520,icmp,1
46434,udp,1
20293,icmp,1
48325,tcp,1
39625,udp,1
58693,icmp,1
64438,udp,1
26302,udp,1
23179,icmp,1
62686,udp,1
9716,udp,1
4750,tcp,1
49320,icmp,1
22812,tcp,1
48043,tcp,1
48707,icmp,1
32759,icmp,1
62523,icmp,1
18278,udp,1
63816,tcp,1
45533,udp,1
10064,tcp,1
22710,udp,1
21848,tcp,1
23610,icmp,1
63320,udp,2
46137,udp,1
44880,tcp,1
45118,icmp,1
39790,tcp,1
3335,tcp,1
54041,tcp,1
38593,tcp,1
47449,udp,1
50148,udp,1
13361,tcp,1
5638,udp,1
23875,udp,1
48332,udp,1
4502,tcp,2
32582,udp,1
35098,tcp,1
58493,udp,1
18532,icmp,1
41589,udp,1
27111,tcp,1
21035,udp,1
48621,udp,1
52051,tcp,1
3026,icmp,1
10839,udp,1
61818,udp,1
64102,icmp,1
45634,udp,1
63248,tcp,1
14825,udp,1
1569,icmp,2
5268,udp,1
35683,tcp,2
61731,icmp,1
54981,icmp,1
36688,udp,1
46081,tcp,1
50633,icmp,1
24615,udp,1
39893,tcp,1
25065,udp,1
54109,udp,1
33962,tcp,1
32161,icmp,1
37793,tcp,1
3927,udp,1
33162,icmp,1
49127,icmp,1
46719,icmp,1
19513,icmp,1
25926,icmp,1
36250,icmp,1
18246,icmp,1
11181,udp,1
62941,tcp,1
61434,udp,1
22394,tcp,1
8360,icmp,1
47839,icmp,1
43167,udp,1
48254,udp,1
11104,tcp,1
31219,udp,1
47089,tcp,1
42831,tcp,1
35529,tcp,1
45299,udp,1
33671,icmp,1
58143,udp,1
49384,tcp,1
16078,icmp,1
37339,icmp,1
42304,icmp,1
48743,tcp,1
49410,icmp,1
25206,tcp,1
30221,udp,1
6291,udp,1
41362,tcp,1
59570,tcp,1
35149,tcp,1
14195,udp,1
16772,tcp,1
13191,tcp,1
7367,icmp,1
4464,tcp,1
13608,tcp,2
5207,icmp,1
54758,tcp,1
50076,udp,1
37671,udp,1
45223,tcp,1
44048,tcp,1
43530,udp,1
39779,udp,1
11221,udp,1
56334,tcp,1
40469,udp,1
4831,udp,1
1120,tcp,1
32314,tcp,1
15525,tcp,1
26777,udp,1
33087,tcp,1
4154,tcp,1
17616,udp,1
20706,icmp,1
64445,tcp,1
7174,udp,1
55885,tcp,1
25765,udp,1
7367,udp,1
48422,icmp,1
37900,tcp,1
37296,icmp,1
7104,udp,1
58885,icmp,1
29201,udp,1
61534,icmp,1
14420,udp,1
6773,icmp,1
58657,udp,1
58789,udp,1
9758,icmp,1
17733,tcp,1
53665,icmp,1
17062,tcp,1
27479,icmp,1
53166,udp,1
3034,tcp,1
9450,tcp,1
48889,tcp,1
4830,tcp,1
62699,udp,2
60302,udp,1
52846,udp,1
9812,tcp,1
36454,icmp,1
37273,udp,1
40035,icmp,1
29997,tcp,1
6668,icmp,1
43050,icmp,1
13678,tcp,1
15951,icmp,1
29226,tcp,1
8533,udp,1
40228,icmp,1
2050,tcp,1
49125,udp,1
46001,tcp,1
38948,icmp,1
42503,udp,1
46495,udp,1
16472,udp,1
46566,icmp,1
2061,tcp,1
26170,icmp,1
50345,icmp,1
24940,icmp,1
26051,icmp,1
24219,tcp,1
35290,icmp,1
18667,tcp,1
4237,tcp,1
59967,udp,1
31431,udp,1
40096,tcp,1
55231,udp,1
36301,icmp,1
57277,tcp,1
30893,tcp,1
38422,tcp,1
52905,icmp,1
21946,tcp,1
40021,udp,1
52974,tcp,1
7142,udp,1
20701,tcp,1
59112,icmp,1
29861,udp,2
56290,icmp,1
36813,tcp,1
51320,udp,1
1766,icmp,1
7121,tcp,1
10652,icmp,1
2553,tcp,1
2120,tcp,1
12887,udp,1
64092,tcp,1
35529,icmp,1
45594,tcp,1
47314,udp,1
40451,udp,1
31698,icmp,1
7646,udp,1
29071,udp,1
29719,icmp,1
52436,udp,1
47567,icmp,1
40240,udp,1
28983,udp,1
54132,icmp,1
14425,icmp,1
24655,icmp,2
1453,icmp,1
51791,tcp,1
65523,udp,1
41233,tcp,1
29158,tcp,1
9049,icmp,1
38470,tcp,1
60925,tcp,1
49321,icmp,1
30475,tcp,1
53752,icmp,1
13258,icmp,1
31655,icmp,1
20767,icmp,1
52911,icmp,1
64364,udp,1
12787,udp,1
22534,udp,1
53430,icmp,1
33593,icmp,1
35641,icmp,1
14751,udp,1
40932,icmp,1
55693,udp,1
11644,icmp,1
44561,udp,1
20467,tcp,1
33490,tcp,1
57736,tcp,1
27828,icmp,1
40601,tcp,1
42227,icmp,1
45726,tcp,1
5236,icmp,1
43846,udp,1
46234,udp,1
44288,icmp,1
20982,tcp,1
64486,icmp,1
36436,tcp,1
37948,icmp,1
52017,udp,1
40697,udp,1
19065,udp,1
50473,tcp,1
12434,tcp,1
13746,udp,1
26529,udp,1
49453,icmp,1
20104,icmp,1
26099,tcp,1
38900,icmp,1
39544,icmp,1
42900,tcp,1
20850,tcp,1
1394,udp,1
28803,tcp,1
4544,icmp,1
48008,icmp,1
17235,icmp,1
28204,udp,1
38417,tcp,1
9962,icmp,1
39339,tcp,1
29987,tcp,1
29131,icmp,1
7616,tcp,1
2263,icmp,1
15507,icmp,1
55074,icmp,1
16766,udp,1
36906,udp,1
65364,tcp,1
1624,udp,1
40990,udp,1
10521,icmp,1
54908,icmp,1
29300,udp,1
53677,udp,1
18437,tcp,1
53077,udp,1
38008,icmp,1
59710,icmp,1
39465,tcp,1
6021,udp,1
33813,tcp,1
7968,tcp,2
14173,udp,1
47250,udp,1
48599,icmp,1
38010,icmp,1
30866,udp,1
47260,tcp,1
24621,tcp,2
30462,icmp,1
63736,udp,1
55950,icmp,1
32685,icmp,1
13367,tcp,1
14587,tcp,1
44857,tcp,1
35986,udp,1
32735,udp,1
13018,icmp,1
61289,icmp,1
23609,tcp,1
41201,tcp,2
58529,tcp,1
45435,tcp,1
23398,tcp,1
24995,udp,1
18226,icmp,1
1658,icmp,1
25673,icmp,1
11512,udp,1
7013,icmp,1
18958,udp,1
65017,udp,1
61674,icmp,1
40470,tcp,1
38581,icmp,1
27090,udp,1
53107,icmp,1
19332,icmp,1
10579,icmp,1
49159,tcp,1
30915,icmp,1
1691,icmp,1
18453,icmp,1
11271,udp,1
34969,icmp,1
49415,udp,2
26961,tcp,1
63932,icmp,1
60092,icmp,1
50384,icmp,1
20162,icmp,1
52097,tcp,1
24703,icmp,1
39084,icmp,1
36932,udp,1
45367,icmp,1
27437,tcp,1
57375,tcp,1
11013,tcp,1
23076,icmp,1
3255,tcp,1
64845,tcp,1
31741,udp,1
7329,icmp,1
18615,icmp,1
54158,udp,1
2552,tcp,1
25263,tcp,1
26177,tcp,1
13116,icmp,1
32998,udp,1
2581,icmp,1
55368,udp,1
13156,tcp,1
8474,icmp,1
45999,icmp,1
30580,udp,1
